sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"STOX2","Approved symbol","STOX2","storkhead box 2","HGNC:25450","4q35.1"
"KCNN3","Approved symbol","KCNN3","potassium calcium-activated channel subfamily N member 3","HGNC:6292","1q21.3"
"ADRBK1","Previous symbol","GRK2","G protein-coupled receptor kinase 2","HGNC:289","11q13.2"
"MSANTD2","Approved symbol","MSANTD2","Myb/SANT DNA binding domain containing 2","HGNC:26266","11q24.2"
"GRIK4","Approved symbol","GRIK4","glutamate ionotropic receptor kainate type subunit 4","HGNC:4582","11q23.3"
"NR1D1","Approved symbol","NR1D1","nuclear receptor subfamily 1 group D member 1","HGNC:7962","17q21.1"
"RDH10","Approved symbol","RDH10","retinol dehydrogenase 10","HGNC:19975","8q21.11"
"EPS8","Approved symbol","EPS8","EGFR pathway substrate 8, signaling adaptor","HGNC:3420","12p12.3"
"NR3C2","Approved symbol","NR3C2","nuclear receptor subfamily 3 group C member 2","HGNC:7979","4q31.23"
"PDZD2","Approved symbol","PDZD2","PDZ domain containing 2","HGNC:18486","5p13.3"
"AMBRA1","Approved symbol","AMBRA1","autophagy and beclin 1 regulator 1","HGNC:25990","11p11.2"
"ZBTB17","Approved symbol","ZBTB17","zinc finger and BTB domain containing 17","HGNC:12936","1p36.13"
"RBFA","Approved symbol","RBFA","ribosome binding factor A","HGNC:26120","18q23"
"SIX1","Approved symbol","SIX1","SIX homeobox 1","HGNC:10887","14q23.1"
"TDP1","Approved symbol","TDP1","tyrosyl-DNA phosphodiesterase 1","HGNC:18884","14q32.11"
"SOX13","Approved symbol","SOX13","SRY-box transcription factor 13","HGNC:11192","1q32.1"
"ABCF1","Approved symbol","ABCF1","ATP binding cassette subfamily F member 1","HGNC:70","6p21.33"
"PRR9","Approved symbol","PRR9","proline rich 9","HGNC:32057","1q21.3"
"FAT1","Approved symbol","FAT1","FAT atypical cadherin 1","HGNC:3595","4q35.2"
"BSX","Approved symbol","BSX","brain specific homeobox","HGNC:20450","11q24.1"
"CBLB","Approved symbol","CBLB","Cbl proto-oncogene B","HGNC:1542","3q13.11"
"IRX3","Approved symbol","IRX3","iroquois homeobox 3","HGNC:14360","16q12.2"
"LBX2","Approved symbol","LBX2","ladybird homeobox 2","HGNC:15525","2p13.1"
"RAB5B","Approved symbol","RAB5B","RAB5B, member RAS oncogene family","HGNC:9784","12q13.2"
"TSG101","Approved symbol","TSG101","tumor susceptibility 101","HGNC:15971","11p15.1"
"SIN3B","Approved symbol","SIN3B","SIN3 transcription regulator family member B","HGNC:19354","19p13.11"
"HAO2","Approved symbol","HAO2","hydroxyacid oxidase 2","HGNC:4810","1p12"
"ONECUT3","Approved symbol","ONECUT3","one cut homeobox 3","HGNC:13399","19p13.3"
"B4GALT5","Approved symbol","B4GALT5","beta-1,4-galactosyltransferase 5","HGNC:928","20q13.13"
"FZD5","Approved symbol","FZD5","frizzled class receptor 5","HGNC:4043","2q33.3"
"AP001468.1","Unmatched","","","",""
"MDM2","Approved symbol","MDM2","MDM2 proto-oncogene","HGNC:6973","12q15"
"FAM208B","Previous symbol","TASOR2","transcription activation suppressor family member 2","HGNC:23484","10p15.1"
"CDH2","Approved symbol","CDH2","cadherin 2","HGNC:1759","18q12.1"
"GRAMD4","Approved symbol","GRAMD4","GRAM domain containing 4","HGNC:29113","22q13.31"
"INPP5E","Approved symbol","INPP5E","inositol polyphosphate-5-phosphatase E","HGNC:21474","9q34.3"
"INPP5E","Previous symbol","PMPCA","peptidase, mitochondrial processing subunit alpha","HGNC:18667","9q34.3"
"ADD1","Approved symbol","ADD1","adducin 1","HGNC:243","4p16.3"
"POU3F2","Approved symbol","POU3F2","POU class 3 homeobox 2","HGNC:9215","6q16.1"
"PRKCD","Approved symbol","PRKCD","protein kinase C delta","HGNC:9399","3p21.1"
"UTRN","Approved symbol","UTRN","utrophin","HGNC:12635","6q24.2"
"COL3A1","Approved symbol","COL3A1","collagen type III alpha 1 chain","HGNC:2201","2q32.2"
"ARHGAP42","Approved symbol","ARHGAP42","Rho GTPase activating protein 42","HGNC:26545","11q22.1"
"SBNO1","Approved symbol","SBNO1","strawberry notch homolog 1","HGNC:22973","12q24.31"
"PPM1E","Approved symbol","PPM1E","protein phosphatase, Mg2+/Mn2+ dependent 1E","HGNC:19322","17q24.2"
"CCT3","Approved symbol","CCT3","chaperonin containing TCP1 subunit 3","HGNC:1616","1q22"
"T","Previous symbol","TBXT","T-box transcription factor T","HGNC:11515","6q27"
"CEACAM18","Approved symbol","CEACAM18","CEA cell adhesion molecule 18","HGNC:31949","19q13.41"
"SKIL","Approved symbol","SKIL","SKI like proto-oncogene","HGNC:10897","3q26.2"
"SRSF4","Approved symbol","SRSF4","serine and arginine rich splicing factor 4","HGNC:10786","1p35.3"
"ZADH2","Previous symbol","PTGR3","prostaglandin reductase 3","HGNC:28697","18q22.3"
"ZNF710","Approved symbol","ZNF710","zinc finger protein 710","HGNC:25352","15q26.1"
"GUCD1","Approved symbol","GUCD1","guanylyl cyclase domain containing 1","HGNC:14237","22q11.23"
"MPRIP","Approved symbol","MPRIP","myosin phosphatase Rho interacting protein","HGNC:30321","17p11.2"
"OSBPL9","Approved symbol","OSBPL9","oxysterol binding protein like 9","HGNC:16386","1p32.3"
"ZNFX1","Approved symbol","ZNFX1","zinc finger NFX1-type containing 1","HGNC:29271","20q13.13"
"CACNA1I","Approved symbol","CACNA1I","calcium voltage-gated channel subunit alpha1 I","HGNC:1396","22q13.1"
"ZNF292","Approved symbol","ZNF292","zinc finger protein 292","HGNC:18410","6q14.3"
"TXNL4A","Approved symbol","TXNL4A","thioredoxin like 4A","HGNC:30551","18q23"
"SIPA1L2","Approved symbol","SIPA1L2","signal induced proliferation associated 1 like 2","HGNC:23800","1q42.2"
"IPO8","Approved symbol","IPO8","importin 8","HGNC:9853","12p11.21"
"EPHB1","Approved symbol","EPHB1","EPH receptor B1","HGNC:3392","3q22.2"
"GLMN","Approved symbol","GLMN","glomulin, FKBP associated protein","HGNC:14373","1p22.1"
"PCBP3","Approved symbol","PCBP3","poly(rC) binding protein 3","HGNC:8651","21q22.3"
"MAP3K10","Approved symbol","MAP3K10","mitogen-activated protein kinase kinase kinase 10","HGNC:6849","19q13.2"
"HSP90AA1","Approved symbol","HSP90AA1","heat shock protein 90 alpha family class A member 1","HGNC:5253","14q32.31"
"EXOC3L4","Approved symbol","EXOC3L4","exocyst complex component 3 like 4","HGNC:20120","14q32.32"
"SKP2","Approved symbol","SKP2","S-phase kinase associated protein 2","HGNC:10901","5p13.2"
"CUL2","Approved symbol","CUL2","cullin 2","HGNC:2552","10p11.21"
"BZW2","Approved symbol","BZW2","basic leucine zipper and W2 domains 2","HGNC:18808","7p21.1"
"ZNF629","Approved symbol","ZNF629","zinc finger protein 629","HGNC:29008","16p11.2"
"C6orf120","Approved symbol","C6orf120","chromosome 6 open reading frame 120","HGNC:21247","6q27"
"SNRPD2","Approved symbol","SNRPD2","small nuclear ribonucleoprotein D2 polypeptide","HGNC:11159","19q13.2-q13.3"
"TRRAP","Approved symbol","TRRAP","transformation/transcription domain associated protein","HGNC:12347","7q22.1"
"EIF5","Approved symbol","EIF5","eukaryotic translation initiation factor 5","HGNC:3299","14q32.32"
"KLF4","Approved symbol","KLF4","KLF transcription factor 4","HGNC:6348","9q31.2"
"RAPGEF6","Approved symbol","RAPGEF6","Rap guanine nucleotide exchange factor 6","HGNC:20655","5q31.1"
"SLC40A1","Approved symbol","SLC40A1","solute carrier family 40 member 1","HGNC:10909","2q32.2"
"MYH11","Approved symbol","MYH11","myosin heavy chain 11","HGNC:7569","16p13.11"
"PPP2R2C","Approved symbol","PPP2R2C","protein phosphatase 2 regulatory subunit Bgamma","HGNC:9306","4p16.1"
"DLGAP2","Approved symbol","DLGAP2","DLG associated protein 2","HGNC:2906","8p23.3"
"D2HGDH","Approved symbol","D2HGDH","D-2-hydroxyglutarate dehydrogenase","HGNC:28358","2q37.3"
"HOXA10","Approved symbol","HOXA10","homeobox A10","HGNC:5100","7p15.2"
"KEAP1","Approved symbol","KEAP1","kelch like ECH associated protein 1","HGNC:23177","19p13.2"
"OTX1","Approved symbol","OTX1","orthodenticle homeobox 1","HGNC:8521","2p15"
"SCAF1","Approved symbol","SCAF1","SR-related CTD associated factor 1","HGNC:30403","19q13.3-q13.4"
"DUSP7","Approved symbol","DUSP7","dual specificity phosphatase 7","HGNC:3073","3p21.2"
"CLIP1","Approved symbol","CLIP1","CAP-Gly domain containing linker protein 1","HGNC:10461","12q24.31"
"JPH3","Approved symbol","JPH3","junctophilin 3","HGNC:14203","16q24.2"
"RGS11","Approved symbol","RGS11","regulator of G protein signaling 11","HGNC:9993","16p13.3"
"SIGLEC6","Approved symbol","SIGLEC6","sialic acid binding Ig like lectin 6","HGNC:10875","19q13.41"
"ZMIZ2","Approved symbol","ZMIZ2","zinc finger MIZ-type containing 2","HGNC:22229","7p13"
"DDR2","Approved symbol","DDR2","discoidin domain receptor tyrosine kinase 2","HGNC:2731","1q23.3"
"MORF4L1","Approved symbol","MORF4L1","mortality factor 4 like 1","HGNC:16989","15q25.1"
"TNS3","Approved symbol","TNS3","tensin 3","HGNC:21616","7p12.3"
"PNLIPRP1","Approved symbol","PNLIPRP1","pancreatic lipase related protein 1","HGNC:9156","10q25.3"
"ARPC4","Approved symbol","ARPC4","actin related protein 2/3 complex subunit 4","HGNC:707","3p25.3"
"ZFAT","Approved symbol","ZFAT","zinc finger and AT-hook domain containing","HGNC:19899","8q24.22"
"AURKA","Approved symbol","AURKA","aurora kinase A","HGNC:11393","20q13.2"
"GID8","Approved symbol","GID8","GID complex subunit 8 homolog","HGNC:15857","20q13.33"
"NPR1","Approved symbol","NPR1","natriuretic peptide receptor 1","HGNC:7943","1q21.3"
"CLEC4C","Approved symbol","CLEC4C","C-type lectin domain family 4 member C","HGNC:13258","12p13.31"
"C2CD4A","Approved symbol","C2CD4A","C2 calcium dependent domain containing 4A","HGNC:33627","15q22.2"
"PCDH1","Approved symbol","PCDH1","protocadherin 1","HGNC:8655","5q31.3"
"HIC1","Approved symbol","HIC1","HIC ZBTB transcriptional repressor 1","HGNC:4909","17p13.3"
"FAM211B","Previous symbol","LRRC75B","leucine rich repeat containing 75B","HGNC:33155","22q11.23"
"DMGDH","Approved symbol","DMGDH","dimethylglycine dehydrogenase","HGNC:24475","5q14.1"
"DCUN1D2","Approved symbol","DCUN1D2","defective in cullin neddylation 1 domain containing 2","HGNC:20328","13q34"
"VCL","Approved symbol","VCL","vinculin","HGNC:12665","10q22.2"
"MBD3","Approved symbol","MBD3","methyl-CpG binding domain protein 3","HGNC:6918","19p13.3"
"DPF1","Approved symbol","DPF1","double PHD fingers 1","HGNC:20225","19q13.2"
"PRKDC","Approved symbol","PRKDC","protein kinase, DNA-activated, catalytic subunit","HGNC:9413","8q11.21"
"PRPF31","Approved symbol","PRPF31","pre-mRNA processing factor 31","HGNC:15446","19q13.42"
"LUC7L","Approved symbol","LUC7L","LUC7 like","HGNC:6723","16p13.3"
"SLC6A12","Approved symbol","SLC6A12","solute carrier family 6 member 12","HGNC:11045","12p13.33"
"KCNG2","Approved symbol","KCNG2","potassium voltage-gated channel modifier subfamily G member 2","HGNC:6249","18q23"
"ZSWIM6","Approved symbol","ZSWIM6","zinc finger SWIM-type containing 6","HGNC:29316","5q12.1"
"NCOR2","Approved symbol","NCOR2","nuclear receptor corepressor 2","HGNC:7673","12q24.31"
"KCNB2","Approved symbol","KCNB2","potassium voltage-gated channel subfamily B member 2","HGNC:6232","8q21.11"
"PROZ","Approved symbol","PROZ","protein Z, vitamin K dependent plasma glycoprotein","HGNC:9460","13q34"
"SH2B1","Approved symbol","SH2B1","SH2B adaptor protein 1","HGNC:30417","16p11.2"
"NRXN2","Approved symbol","NRXN2","neurexin 2","HGNC:8009","11q13.1"
"SEMA4C","Approved symbol","SEMA4C","semaphorin 4C","HGNC:10731","2q11.2"
"POU4F2","Approved symbol","POU4F2","POU class 4 homeobox 2","HGNC:9219","4q31.22"
"FLRT2","Approved symbol","FLRT2","fibronectin leucine rich transmembrane protein 2","HGNC:3761","14q31.3"
"NELFCD","Approved symbol","NELFCD","negative elongation factor complex member C/D","HGNC:15934","20q13.32"
"DCC","Approved symbol","DCC","DCC netrin 1 receptor","HGNC:2701","18q21.2"
"KHDRBS3","Approved symbol","KHDRBS3","KH RNA binding domain containing, signal transduction associated 3","HGNC:18117","8q24.23"
"HUNK","Approved symbol","HUNK","hormonally up-regulated Neu-associated kinase","HGNC:13326","21q22.11"
"GRID1","Approved symbol","GRID1","glutamate ionotropic receptor delta type subunit 1","HGNC:4575","10q23.1-q23.2"
"KLF7","Approved symbol","KLF7","KLF transcription factor 7","HGNC:6350","2q33.3"
"TCF15","Approved symbol","TCF15","transcription factor 15","HGNC:11627","20p13"
"DDX19A","Approved symbol","DDX19A","DEAD-box helicase 19A","HGNC:25628","16q22.1"
"EEA1","Approved symbol","EEA1","early endosome antigen 1","HGNC:3185","12q22"
"LCE2D","Approved symbol","LCE2D","late cornified envelope 2D","HGNC:16518","1q21.3"
"KDM4B","Approved symbol","KDM4B","lysine demethylase 4B","HGNC:29136","19p13.3"
"CARD14","Approved symbol","CARD14","caspase recruitment domain family member 14","HGNC:16446","17q25.3"
"USP12","Approved symbol","USP12","ubiquitin specific peptidase 12","HGNC:20485","13q12.13"
"USP12","Previous symbol","USP12P1","USP12 pseudogene 1","HGNC:12610","5q33-q34"
"PPFIA1","Approved symbol","PPFIA1","PTPRF interacting protein alpha 1","HGNC:9245","11q13.3"
"PITPNA","Approved symbol","PITPNA","phosphatidylinositol transfer protein alpha","HGNC:9001","17p13.3"
"HSDL1","Approved symbol","HSDL1","hydroxysteroid dehydrogenase like 1","HGNC:16475","16q24.1"
"HOXC10","Approved symbol","HOXC10","homeobox C10","HGNC:5122","12q13.13"
"RPL17","Approved symbol","RPL17","ribosomal protein L17","HGNC:10307","18q21.1"
"ROCK1","Approved symbol","ROCK1","Rho associated coiled-coil containing protein kinase 1","HGNC:10251","18q11.1"
"TRAF3","Approved symbol","TRAF3","TNF receptor associated factor 3","HGNC:12033","14q32.32"
"LCORL","Approved symbol","LCORL","ligand dependent nuclear receptor corepressor like","HGNC:30776","4p15.31"
"FBXO31","Approved symbol","FBXO31","F-box protein 31","HGNC:16510","16q24.2"
"PPAP2B","Previous symbol","PLPP3","phospholipid phosphatase 3","HGNC:9229","1p32.2"
"TRIM28","Approved symbol","TRIM28","tripartite motif containing 28","HGNC:16384","19q13.43"
"KANSL1","Approved symbol","KANSL1","KAT8 regulatory NSL complex subunit 1","HGNC:24565","17q21.31"
"ANK1","Approved symbol","ANK1","ankyrin 1","HGNC:492","8p11.21"
"SCN3A","Approved symbol","SCN3A","sodium voltage-gated channel alpha subunit 3","HGNC:10590","2q24.3"
"PSMB3","Approved symbol","PSMB3","proteasome 20S subunit beta 3","HGNC:9540","17q12"
"HOXD10","Approved symbol","HOXD10","homeobox D10","HGNC:5133","2q31.1"
"FBXL5","Approved symbol","FBXL5","F-box and leucine rich repeat protein 5","HGNC:13602","4p15.32"
"ATP6V0D1","Approved symbol","ATP6V0D1","ATPase H+ transporting V0 subunit d1","HGNC:13724","16q22.1"
"TPCN1","Approved symbol","TPCN1","two pore segment channel 1","HGNC:18182","12q24.13"
"PES1","Approved symbol","PES1","pescadillo ribosomal biogenesis factor 1","HGNC:8848","22q12.2"
"EIF4E","Approved symbol","EIF4E","eukaryotic translation initiation factor 4E","HGNC:3287","4q23"
"EDEM1","Approved symbol","EDEM1","ER degradation enhancing alpha-mannosidase like protein 1","HGNC:18967","3p26.1"
"ANP32B","Approved symbol","ANP32B","acidic nuclear phosphoprotein 32 family member B","HGNC:16677","9q22.33"
"SMG5","Approved symbol","SMG5","SMG5 nonsense mediated mRNA decay factor","HGNC:24644","1q22"
"LRRC41","Approved symbol","LRRC41","leucine rich repeat containing 41","HGNC:16917","1p34.1-p33"
"MINOS1-NBL1","Previous symbol","MICOS10-NBL1","MICOS10-NBL1 readthrough","HGNC:48338","1p36.13"
"NEURL1B","Approved symbol","NEURL1B","neuralized E3 ubiquitin protein ligase 1B","HGNC:35422","5q35.1"
"RFX7","Approved symbol","RFX7","regulatory factor X7","HGNC:25777","15q21.3"
"PDCD10","Approved symbol","PDCD10","programmed cell death 10","HGNC:8761","3q26.1"
"SGIP1","Approved symbol","SGIP1","SH3GL interacting endocytic adaptor 1","HGNC:25412","1p31.3"
"ZNF644","Approved symbol","ZNF644","zinc finger protein 644","HGNC:29222","1p22.2"
"PER2","Approved symbol","PER2","period circadian regulator 2","HGNC:8846","2q37.3"
"CNOT6","Approved symbol","CNOT6","CCR4-NOT transcription complex subunit 6","HGNC:14099","5q35.3"
"BTNL9","Approved symbol","BTNL9","butyrophilin like 9","HGNC:24176","5q35.3"
"TRERF1","Approved symbol","TRERF1","transcriptional regulating factor 1","HGNC:18273","6p21.1"
"IGFBP2","Approved symbol","IGFBP2","insulin like growth factor binding protein 2","HGNC:5471","2q35"
"KCNJ4","Approved symbol","KCNJ4","potassium inwardly rectifying channel subfamily J member 4","HGNC:6265","22q13.1"
"PRKG1","Approved symbol","PRKG1","protein kinase cGMP-dependent 1","HGNC:9414","10q11.23-q21.1"
"ERN1","Approved symbol","ERN1","endoplasmic reticulum to nucleus signaling 1","HGNC:3449","17q23.3"
"CAB39","Approved symbol","CAB39","calcium binding protein 39","HGNC:20292","2q37.1"
"DCAF7","Approved symbol","DCAF7","DDB1 and CUL4 associated factor 7","HGNC:30915","17q23.3"
"COPS3","Approved symbol","COPS3","COP9 signalosome subunit 3","HGNC:2239","17p11.2"
"PPIG","Approved symbol","PPIG","peptidylprolyl isomerase G","HGNC:14650","2q31.1"
"POU2F1","Approved symbol","POU2F1","POU class 2 homeobox 1","HGNC:9212","1q24.2"
"PTPRF","Approved symbol","PTPRF","protein tyrosine phosphatase receptor type F","HGNC:9670","1p34.2"
"PPARGC1A","Approved symbol","PPARGC1A","PPARG coactivator 1 alpha","HGNC:9237","4p15.2"
"ANKHD1-EIF4EBP3","Approved symbol","ANKHD1-EIF4EBP3","ANKHD1-EIF4EBP3 readthrough","HGNC:33530","5q31.3"
"CBLL1","Approved symbol","CBLL1","Cbl proto-oncogene like 1","HGNC:21225","7q22.3"
"RING1","Approved symbol","RING1","ring finger protein 1","HGNC:10018","6p21.32"
"TIMP2","Approved symbol","TIMP2","TIMP metallopeptidase inhibitor 2","HGNC:11821","17q25.3"
"KCTD5","Approved symbol","KCTD5","potassium channel tetramerization domain containing 5","HGNC:21423","16p13.3"
"SOS2","Approved symbol","SOS2","SOS Ras/Rho guanine nucleotide exchange factor 2","HGNC:11188","14q21.3"
"PCNX","Previous symbol","PCNX1","pecanex 1","HGNC:19740","14q24.2"
"ITFG3","Previous symbol","FAM234A","family with sequence similarity 234 member A","HGNC:14163","16p13.3"
"LMCD1","Approved symbol","LMCD1","LIM and cysteine rich domains 1","HGNC:6633","3p25.3"
"PXMP2","Approved symbol","PXMP2","peroxisomal membrane protein 2","HGNC:9716","12q24.33"
"RIMS1","Approved symbol","RIMS1","regulating synaptic membrane exocytosis 1","HGNC:17282","6q13"
"KIAA1217","Approved symbol","KIAA1217","KIAA1217","HGNC:25428","10p12.2-p12.1"
"TOX3","Approved symbol","TOX3","TOX high mobility group box family member 3","HGNC:11972","16q12.1"
"NQO2","Approved symbol","NQO2","N-ribosyldihydronicotinamide:quinone dehydrogenase 2","HGNC:7856","6p25.2"
"PIK3AP1","Approved symbol","PIK3AP1","phosphoinositide-3-kinase adaptor protein 1","HGNC:30034","10q24.1"
"ISL1","Approved symbol","ISL1","ISL LIM homeobox 1","HGNC:6132","5q11.1"
"SHOC2","Approved symbol","SHOC2","SHOC2 leucine rich repeat scaffold protein","HGNC:15454","10q25.2"
"SNTG2","Approved symbol","SNTG2","syntrophin gamma 2","HGNC:13741","2p25.3"
"ALG12","Approved symbol","ALG12","ALG12 alpha-1,6-mannosyltransferase","HGNC:19358","22q13.33"
"INTS8","Approved symbol","INTS8","integrator complex subunit 8","HGNC:26048","8q22.1"
"FAF2","Approved symbol","FAF2","Fas associated factor family member 2","HGNC:24666","5q35.2"
"BRSK1","Approved symbol","BRSK1","BR serine/threonine kinase 1","HGNC:18994","19q13.42"
